text,type,label,tag_a,tag_b
谢谢好意，这次就不参与了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不用了，我们不参加。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不感兴趣，不报名。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
孩子不参加，谢谢。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们不考虑这个活动。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不用再介绍了，不参加。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不报名，谢谢。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
孩子不参加这类活动。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
暂时不参加。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不需要，谢谢。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不参与，感谢。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我还以为是学校老师要求参加的，既然不强求，那我们就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
原来不是学校统一安排的，老师不要求，我们就不报了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我以为是老师布置的任务，既然是自愿的，那就算了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
之前误以为是学校组织必须参加，既然不强求，我们不考虑了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
原来是自愿参加，不是老师要求，那我们就不报名了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我还当是学校统一组织的，既然不是硬性要求，就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
以为是老师让参加的，既然是自愿，那孩子就不用去了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
既然不是学校强制要求，我们就不参与了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我一直以为是学校安排的活动，既然老师不要求，就不报名。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
原来不是必须参加的，那我们就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
以为是学校统一要求，既然自愿，那就算了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我还以为是老师通知必须参加，既然不强求，就不报名了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不是学校硬性安排，我们就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
原来不是老师要求的，那我们不考虑了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
以为是学校任务，既然是自愿参与，就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
既然不是学校统一组织、老师不要求，我们就放弃了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我之前误会是学校要求，既然自愿，就不参加。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不是老师强制要求，我们就不报名了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
以为是学校安排的，既然不强求，那孩子不用参加。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
原来不是必须参加，那我们就不参与了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我以为是学校统一组织，既然自愿，就不报名。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
既然不是老师要求，我们就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
之前以为是学校任务，现在知道自愿，就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不是学校硬性要求，我们就不考虑了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我还以为是老师让必须报，既然不强求，就不报了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
原来不是学校统一要求，那我们就不参加。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
以为是学校安排的活动，既然自愿参与，就放弃了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
既然不是老师要求必须参加，我们就不报名。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我误会成学校统一组织了，既然自愿，就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
不是学校强制，老师也不要求，我们就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这什么破活动，就是骗钱的吧！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么垃圾活动，摆明了就是骗家长钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
搞这些破活动，不就是想骗钱吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么乱七八糟的活动，就是骗钱的！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这活动太坑了，纯粹骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破比赛，说白了就是圈钱骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别再发了，你们就是骗钱的破活动！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么展演活动，根本就是骗家长钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
这什么破活动，一点用没有，就知道骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
垃圾活动，专门忽悠家长骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这活动太假了，就是骗钱的！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破组织，搞活动就是为了骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别忽悠了，你们这活动就是骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破比赛，收费这么高，纯骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
这什么活动啊，就是变着法骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
垃圾活动，赶紧走开，就是骗钱的！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这破活动，除了骗钱还会干什么！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破展演，就是套路家长骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别发了，一看就是骗钱的破活动！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么玩意儿，这活动就是骗钱的！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这活动太坑人，就是骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破课程破活动，专门骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
搞这么多花样，不就是想骗钱吗！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
这什么破活动，收费不合理，就是骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别再推销了，你们就是骗钱的活动！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破比赛，一点含金量没有，骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这活动就是坑，专门骗家长钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破平台，搞活动就是为了骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
太恶心了，这种破活动就是骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
什么破活动，全是套路，就是骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉你们！跟学校合伙起来骗家长的钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们居然和学校串通骗钱，我一定要投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别以为跟学校合作就能乱收费，我这就投诉你们合伙骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我严重怀疑你们和学校联手骗钱，我要投诉到底！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们就是跟学校一伙的，专门骗钱，我要投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要举报你们，跟学校勾结在一起骗家长钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
太过分了，还和学校合伙骗钱，我马上投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们利用学校名义骗钱，我必须投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉你们和学校联合起来坑人、骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别再忽悠了，你们跟学校合伙骗钱，我这就投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉！你们借着学校的名义骗钱，太黑心了！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们和学校串通一气骗钱，我一定会投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要举报你们和学校合伙欺骗家长、乱收费！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们居然跟学校一起骗钱，这必须投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉你们，利用学校渠道骗家长的钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别以为拉上学校就没事，我要投诉你们合伙骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们和学校联手骗钱，我已经准备投诉了！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉！你们跟学校合伙搞活动就是为了骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我严重投诉你们和学校勾结骗钱，必须给说法！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们借着学校的幌子骗钱，我一定要投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要举报，你们和学校合伙骗家长的钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
太气人了，跟学校一起骗钱，我这就投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉你们，利用学校信任骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们和学校一伙骗钱，我绝对要投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉！你们跟学校联手坑骗家长！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
别再狡辩了，你们和学校合伙骗钱，我要投诉！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要举报你们和学校串通骗钱，绝不罢休！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们借学校名义骗钱，我必须投诉维权！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我要投诉你们，跟学校一起变相骗钱！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们和学校合伙骗钱这件事，我一定会投诉到底！,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
孩子如果晋级到决赛，对以后升学有没有帮助？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问拿到决赛奖项，对孩子升学能起到作用吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
晋级总展演的证书，升学时能用得上吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子进决赛的话，对小升初 / 中考有帮助吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
这个决赛获奖，会不会在升学里有优势？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问决赛证书对升学有没有加分或参考价值？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子晋级决赛，对未来升学有实际帮助吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
参加决赛并获奖，学校会认可吗？利于升学吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
决赛的奖项对升学有没有实质性帮助？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
如果进了决赛，升学时可以写进简历里吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
决赛证书对升学有没有参考意义？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子晋级决赛，对升学择校有没有帮助？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
这个决赛成绩，升学时学校会看重吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
拿到决赛奖项，对升学有什么好处？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
晋级决赛对孩子升学有没有政策上的帮助？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
决赛获奖能不能作为升学的综合素质评价？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问进决赛对升学有没有助力？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子努力进决赛，对升学真的有用吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
决赛证书在升学时可以作为荣誉证明吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
晋级决赛对升学有没有实际用处？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
这个决赛奖项，对升学有帮助还是只是荣誉？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子进决赛，对以后升学有优势吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
决赛获奖能不能提升孩子升学竞争力？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问决赛成绩对升学有没有影响？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
晋级决赛的经历，对升学有帮助吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
升学时学校会认可这个决赛奖项吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
决赛证书对升学有没有含金量？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子进决赛，对升学有什么实际意义？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
参加决赛对升学有没有帮助，我想了解清楚。,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
如果拿到决赛名次，对孩子升学有帮助吗？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
你们平台有没有什么课程，让孩子学一学，提高晋级的可能性？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
有没有推荐的学习内容，孩子练一练，更容易晋级？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
想问问你们有没有相关课程，帮助孩子提升一下比赛能力？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子想晋级，你们这边有没有可以学习的资料或者课程？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
有没有针对性的课，让孩子提前准备，增加晋级机会？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问平台有培训课吗？专门针对这次活动晋级的。,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
你们有没有辅导孩子的课程，能提高晋级成功率？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
想让孩子多学一点，你们有没有配套的学习课程？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
有没有什么学习方法或者课程，能让孩子更容易通过晋级？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子想好好准备，你们有没有可以跟着学的课程？,讲好中国故事,1,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
